"","site_code","species","LAT_geogr","LON_geogr","grate20","ddif","tea","ph","Pmeh","Ptot","N","Mg","K","Ca","C","CN","NPtot","NPmeh","PC1","PC2","PC3","twi","cwb"
"118","P810153PCAB","PCAB",48.9698142316,13.8174358305,0.498294587951829,-2.05765462043514,0.312685559462343,-0.0443399881535655,0.462808979233825,2.01951602986332,-0.739214142710346,-0.284085550510893,0.857667566392728,-0.084132693299647,-0.729431891116243,-0.0806828167933521,-1.92461839907777,-0.830516648873693,1.75847151543693,1.9474022318621,-1.37118865916596,-0.0388469660580528,-0.528396899824337
"119","P810155PCAB","PCAB",48.9929239275,13.8182612041,1.04759900584382,-0.235858807787092,0.161246871009563,-1.19859763714409,-0.267203393322087,0.712114448143791,0.635727323011975,-0.500159731242307,0.231592199381547,-0.592005448335408,0.603071700667935,-0.0219018868047465,-0.31107194454631,0.200179352611374,-1.05519808101635,1.10056414903567,-0.140422629068251,-0.886546408152647,-0.555309390062338
"120","P810156PCAB","PCAB",48.9904388537,13.8120578089,-0.523200025723146,-1.27802042303502,0.205629890228802,-1.20611072590213,-0.648911495736633,0.861859745899138,0.602837367328426,-0.697923556843666,0.18105193180286,-0.730874647406262,0.340134218364419,-0.373684870961401,-0.44909127007838,0.673886668620401,-1.26037392712575,1.10774975990862,-0.830399309683381,-0.135805676444095,-0.555309390062338
"121","P810157PCAB","PCAB",48.9942105478,13.8117145466,0.413449735141585,-0.891634014768999,-0.253649554101307,-1.12817842302172,0.0419165933184481,0.584360248271567,0.144010220862112,-0.49099343571932,0.206071508535657,-0.611152133021591,0.374242999329329,0.354411168979919,-0.517128596406286,-0.264491655749245,-0.450834507467049,0.8743661736696,-0.0601419943392886,-0.965969633487726,-0.555309390062338
"122","P810160PCAB","PCAB",48.9960510108,13.8108893985,0.0566187257835566,0.299830324791651,-0.253649554101307,-1.12817842302172,0.0419165933184481,0.584360248271567,0.144010220862112,-0.49099343571932,0.206071508535657,-0.611152133021591,0.374242999329329,0.354411168979919,-0.517128596406286,-0.264491655749245,-0.450834507467049,0.8743661736696,-0.0601419943392886,-0.956386929984636,-0.648784379516394
"123","P810161PCAB","PCAB",48.9863796653,13.8155517912,-0.593896305249939,-1.86638885810805,-0.0024150624341781,-1.23411542773083,-0.301322452524598,0.691331000034466,0.361442283398629,-0.942352794230941,-0.195027324004669,-0.681245358156219,0.438315061845932,0.125192395327186,-0.465033180151793,0.142155282522499,-1.12285349126579,0.967704911736886,-0.492338180912199,-0.197125558798444,-0.521548877019066
"124","P810163PCAB","PCAB",48.9741284945,13.7993648977,-0.204117612921383,-1.54836101576936,0.296283552799675,-1.26661533555804,-0.91184222407088,0.875830056890854,0.38420201812534,-0.761975938667101,0.178178718785393,-0.659111629810784,0.881906149362792,0.780571133955867,-0.592516401064049,1.00489633457041,-1.63194619608366,0.689515927934653,-0.585943785750941,-0.655963535945836,-0.461671778746409
"125","P810171PCAB","PCAB",48.9786245846,13.8167761644,1.34560044097424,-0.689176657248579,-0.120796582280177,0.318898594305525,0.933981627514819,2.74412648926773,-1.02486386016682,-0.50391964118829,0.319551541918498,0.0357133350072681,-0.912175359221185,0.0773445819936171,-2.39197181507883,-1.15431405914759,2.45289850568563,2.39333339287693,-1.57266658437562,-0.186999240140154,-0.521548877019066
"126","P811001PCAB","PCAB",50.0683419267,17.2622843256,-0.463192569326673,-0.329228310400911,0.551518943206397,-0.287152085105321,-0.829693873370196,0.143292276715812,1.51637074030302,-0.177872994414338,-1.17390326555802,-0.55197200114599,1.40588960880229,-0.0625281170873998,0.778778753818003,1.35044447074487,-2.62545146279929,0.30548390399703,0.414970326477595,-0.12647036459492,0.188349161414241
"127","P811201PCAB","PCAB",50.740461009,15.7614837493,-0.747195025443236,-0.170666939530929,-0.0165389075227382,0.428419286565093,-0.44068975956856,-0.219992990193566,0.19299356066258,0.696468430037123,-0.360437289267288,-0.156259480529993,-0.82838095940038,-1.62947805135199,0.234220886964796,0.241424204644002,0.208656254483024,-0.101716911935041,-0.768697828176381,0.132799895752,0.900084704421512
"128","P811202PCAB","PCAB",50.740461009,15.7614837493,-0.324789639140544,-0.180375741191349,-0.0165389075227382,0.428419286565093,-0.44068975956856,-0.219992990193566,0.19299356066258,0.696468430037123,-0.360437289267288,-0.156259480529993,-0.82838095940038,-1.62947805135199,0.234220886964796,0.241424204644002,0.208656254483024,-0.101716911935041,-0.768697828176381,0.132799895752,0.900084704421512
"129","P811204PCAB","PCAB",50.740461009,15.7614837493,-0.336369998022205,-0.73039496115818,-0.0165389075227382,0.428419286565093,-0.44068975956856,-0.219992990193566,0.19299356066258,0.696468430037123,-0.360437289267288,-0.156259480529993,-0.82838095940038,-1.62947805135199,0.234220886964796,0.241424204644002,0.208656254483024,-0.101716911935041,-0.768697828176381,0.132799895752,0.900084704421512
"130","T005006PCAB","PCAB",50.7670469356,15.5491078695,0.810153042628177,0.976350078925737,-0.380539374510781,0.344768990061943,1.2366862879727,0.275706351452654,0.438021762084353,0.265388071107084,2.08264777218044,-0.10472031415466,-0.235152774148353,-1.02796722344869,-0.0680546456968529,-0.948262505794143,1.63096574692312,1.29442171793301,0.747576276644887,-0.378710569230453,1.65668551383041
"131","T005007PCAB","PCAB",50.7616647671,15.5485728543,0.417929548299522,0.582318754732668,-0.152097165666659,0.687205963454983,1.23855105022631,0.604320642789061,0.636043009004965,0.52680386184696,3.24400384394556,0.483626390337184,0.31043652820912,-0.464780225088278,-0.222847101271748,-0.903726586685733,2.12088004905988,1.46130237219051,1.3628459666961,0.648359826135167,1.49337644324874
"132","T005009PCAB","PCAB",50.7348632396,15.7230077241,0.0148324761852688,-0.151999175930048,0.0765597732135498,1.07271964575439,-0.657834719517859,-0.322047249120043,0.090765072015352,0.848156180723618,0.729046039772099,0.367881086517036,-0.205000740791046,-0.49235690679833,0.264952907497567,0.481931091475771,0.545378416976057,-0.651251575025534,-0.0876445080687504,0.40312347194421,1.04410534474417
